,source,target
1135,"Bas waa baabuur ween oo dad badan lagu qaado.
","A bus ( contracted from omnibus , with variants multibus , motorbus , autobus , etc . )
"
1136,"basaska wee kala duwan yihiin , mid waxaa jiro lagu safro , midneh magaalada ayoo ku wareegtaa.
","Many types of buses , such as city transit buses and inter-city coaches , charge a fare.
"
1137,"Subag waa dareere huruud ah oo caanaha xoolaha laga sameeyo.
","It is a semi-solid emulsion at room temperature , consisting of approximately 80 % butterfat.
"
1138,"Buuhoodle ( Somali : Buuhoodle , Carabi : بووهودل ) , waxay ahayd caasimadda koowaad ee Darwiish ee ku taalneed Dareemo Caddo ( 1896 - 1897 ).
","Buhoodle is a medium-sized city that has clinics , hospitals , electricity and all the amenities required of a city.
"
1139,"Caasimadda Daraawiish ee labaad wuxuu ku yaalay Qoob Fardood ( 1898 - 1899 ).
","The surrounding district is rich in both livestock and fledgeling agriculture.
"
1140,"Labo Degmo ayaa ku yaal Buuhoodle , waa Dareemo Caddo iyo Qoob Fardood.
","The surrounding district is rich in both livestock and fledgeling agriculture.
"
1141,"Caasimadda Darwiish ku xigeenka waxay ahayd Weylahed ( sanadka 1900 ).
","It has primary schools , secondary schools and universities.
"
1142,"Maanta waxaa loo yaqaan Bohotle , waa caasimadda gobolka Cayn ee Somalialand.
","The surrounding district is rich in both livestock and fledgeling agriculture.
"
1143,"Buulo Mareer , sidoo kale loo qoro Buulomareer , waa magaalo dhacda koonfurbari Shabeellaha Hoose ee wadanka Soomaaliya.
","Bulo Marer , also written as Bulomarer , is a town in the southwestern Lower Shebelle region of Somalia.
"
1144,"Inkastoo aragti ahaan kala gooni ah , labadaba CFA lacagaha faransiiska ahi waa kuwo isbedel leh.
","Although separate , the two CFA franc currencies have always been at parity and are effectively interchangeable.
"
1145,"Xeerarka lacagta ISO-ga waa XAF-ga Faransiiska Dhexe ee Faransiiska ee Faransiiska , halka XOF-ga Faransiiska Galbeedka Afrika ee Faransiiska ah.
","The ISO currency codes are XAF for the Central African CFA franc and XOF for the West African CFA franc.
"
1146,"Cudurkaan waxa uu ku dhacaa habdhiska neefmareenka insaanka , wuxuuna wataa qufac iyo qandho , qofkii uu ku dhacaa neh oo mudo gaaban ku dili karo hadii difaaca jirkiisa liito.
","The COVID ‑ 19 pandemic , also known as the coronavirus pandemic , is an ongoing global pandemic of coronavirus disease 2019 ( COVID ‑ 19 ) , caused by severe acute respiratory syndrome coronavirus 2 ( SARS ‑ CoV ‑ 2 ).
"
1147,"Kaadmiyaam ( ingiriis : Cadmium ) astaanta ( Cd ) waa curiye kimiko oo tirada atomkiisu tahay afartan-iyo-sideed ( 48 ).
","Cadmium is a chemical element with the symbol Cd and atomic number 48.
"
1148,"Café Barbera waa kafeega Talyaani ah oo si dhaqso ah u shaqeynaya oo ka diiwaangashan Ururka International Franchise Association ( IFA ).
","Café Barbera is an Italian coffeehouse and fast casual dining franchise registered with the International Franchise Association ( IFA ) since 2015.
"
1149,"[ 4 ] Waxay ka shaqaysaa xayiraadyada Yurub , Bariga Dhexe , Afrika , Aasiya , Koonfurta Ameerika iyo Mareykanka.
","It operates franchises in Europe , the Middle East , Africa , Asia and South America.
"
1150,"Duqa ayaa bilaabay Dubai sannadkii 2004 , waxaana loo magacaabay markii ugu horeysay ee Café Barbera oo uu aasaasay Domenico Barbera 1870-kii koonfurta Talyaaniga.
","The franchise began in Dubai in 2004 and is named after the first Café Barbera founded by Domenico Barbera in 1870 in Southern Italy.
"
1151,"Caffè Bene waa silsilad kafeega oo ku salaysan Seoul , South Korea.
","Caffè Bene is a coffeehouse chain based in Seoul , South Korea.
"
1152,"Caffè Bene waa silsiladda ugu weyn ee kafeega ee Kuuriyada Kuuriya by tirada dukaamada.
","Caffè Bene is the largest coffeehouse chain in South Korea by number of stores.
"
1153,"Laga soo bilaabo Abriil 24 , 2012 , Caffe Bene waxay leedahay 760 goobood oo ku yaalla Koonfurta Kuuriya.
","Caffè Bene now has 3 outlets in China and has signed with 7 countries to open further stores.
"
1154,"Caffe Bene ayaa hadda haysa 3 goobo oo Shiinaha ah , waxayna ku saxiixday 7 wadan si ay u furto dukaamo dheeraad ah.
","As of the end of 2013 , Caffe Bene's debt ratio was 665 percent and its operating profit ratio was 2 percent.
"
1155,"Qaahira diinta lagu dhaqmo waa diinta Islaamka gaar ahaan Sunni waxaana magaalada ku taalo jaamacadda wayn ee Al Azhar inkastoo diima kale lagu dhaqmo laakiin diinta aabaha wadanka Masar waa diinta Islaamka gaar ahaan mad habta Sunni
","Located near the Nile Delta , Cairo was founded in 969 AD by the Fatimid dynasty , but the land composing the present-day city was the site of ancient national capitals whose remnants remain visible in parts of Old Cairo.
"
1156,"Calgary waa kan ugu weyn labada magaalo ee waaweyn ee Alberta , kan kalena waa Edmonton.
","The city anchors the south end of the Statistics Canada-defined urban area , the Calgary-Edmonton Corridor.
"
1157,"Kalifornia ama California , waa gobol ka mid ah 50ka gobol ee Mareykanka.
","California is a state in the Pacific Region of the United States.
"
1158,"California waxaa ku yaalo hollywood , waa meesha filmada badanaa lagu sameeyo.
","California is a state in the Pacific Region of the United States.
"
1159,"Khulafo Raashidiin ( sidoo kale loo yaaqaano : Rashidiinta , Afarta Khulafo ) waa afartii asxaabi ee ku xigtey Nebi Muxamed ( n.n.k.h ) maamulka iyo hogaanka dawladii Islaamka , kuwaasi oo kala ah :
","A caliphate is an Islamic state under the leadership of an Islamic steward with the title of caliph ( can also be small groups within a country.
"
1160,"Sawirkaasi wuxuu noqon karaa qof , shay ama walax taasi.
","A camera is an optical instrument used to record images.
"
1161,"Wadankaan waxoo xuduud la leeyahay wadamada Jad , Jamhuuriyadda Bartamaha Afrika , Ikweetiga Guinea , Gabon iyo Jamhuuriyadda Kongo .Cameroon ( Faransiiska : Cameroon ) , si rasmi ah Jamhuuriyadda Cameroon ( Faransiiska : République du Cameroun ) , waa waddan ku yaal galbeedka iyo Bartamaha Afrika.
","It is bordered by Nigeria to the west and north ; Chad to the northeast ; the Central African Republic to the east ; and Equatorial Guinea , Gabon and the Republic of the Congo to the south.
"
1162,"Xeebaha Cameroon waxay ku yaalaan Bight of Biafra , qayb ka mid ah Gacanka Guinea iyo Badweynta Atlantic.
","Cameroon's coastline lies on the Bight of Biafra , part of the Gulf of Guinea and the Atlantic Ocean.
"
1163,"Wadanka waxaa mararka qaar loo yaqaanaa Galbeedka Afrika iyo waqtiyo kale oo Bartamaha Afrika ah sababtoo ah mawqifkiisa istaraatiijiga ah ee isgoysyada u dhaxeeya Galbeedka iyo Bartamaha Afrika.
","The country is sometimes identified as West African and other times as Central African due to its strategic position at the crossroads between West and Central Africa.
"
1164,"Ka dib markii uu ka tagay kooxda dabayaaqadii 2016 , Cabello wuxuu siidaayay dhowr iskaashi oo kale , oo ay kujirto "" Hey Ma "" oo uu soo saaray Pitbull and J Balvin filimka ' The Fate of the Furious ' , iyo midkeedii ugu horreeyay oo keli ah "" Crying in the club "".
","While in Fifth Harmony , Cabello began to establish herself as a solo artist with the release of the collaborations "" I Know What You Did Last Summer "" with Shawn Mendes , and "" Bad Things "" with Machine Gun Kelly , the latter reaching number four on the US "" Billboard "" Hot 100.
"
1165,"Kanada waa wadan ku yaalo Woqooyiga Ameerika waxoona ku fadhiyaa dhul balaaran.
","Canada is a country in the northern part of North America.
"
1166,"Kansar waa Cudur khatar ah oo lagu dhinto.
","These contrast with benign tumors , which do not spread.
"
1167,"waxeena ukala baxaan sida hoostaan ku qoran.
","Over 100 types of cancers affect humans.
"
1168,"Caner wuxuu hore ugusoo dheelay kooxaha Manisaspor , Fenerbahce SK iyo Galatasaray SK ee wadanka Turkiga iyo kooxda CSKA Moscow ee dalka Ruushka.
","Caner Erkin ( , born 4 October 1988 ) is a Turkish professional footballer who plays as a left back for Süper Lig club Beşiktaş.
"
1169,"Dad qalato waa ficilka ama ku dhaqanka dadka cuna hilibka aadamaha ama xubno ka mid ah hilibka aadamaha.
","Cannibalism is a common ecological interaction in the animal kingdom and has been recorded in more than 1,500 species.
"
1170,"Qofka dhaqan ka dhigta cunitaanka ama isticmaalka hilibka dadka waxaa loo yaqaanaa Dad qalato.
","Cannibalism is the act of consuming another individual of the same species as food.
"
1171,"Raas Caseyr waa magaalo ku taalo Gobolka Bari ee woqooyi bariga Somalia.
","The offshore oceanic strait Guardafui Channel ( or "" Marinka Gardafuul "" ) is named after it.
"
1172,"Waxay magaaladu ku taal geeska ay isaga darsamaan Badda Cas iyo Badweynta Hindiya.
","Cape Guardafui is a headland in the autonomous Puntland region in Somalia.
"
1173,"Magaaladaan waxaa degan dad gaaraayo ilaa 3.5 miliyan oo qof.
","The Parliament of South Africa sits in Cape Town.
"
1174,"magaalada Cape town waxaa abaabulay gumeestihii holandeeska taariikhda marka ee eheed 1652.
","Cape Town is home to 64 % of the Western Cape's population.
"
1175,"Kab Ferde ( Kap Verde ) Cap Verde Jamhuuriyada Kap verde waa wadan jasiirado ah oo ku yaalo Badweynta Atlaantik , waxee galbeedka Afrika u jirtaa.
","Cape Verde or Cabo Verde , officially the Republic of Cabo Verde , is an island country in the central Atlantic Ocean.
"
1176,"Baabuur "" ( Ingiriis : Car ; carabi : سيارة ) waa aalad ka samaysan biro , dhalooyin iyo caagag oo loo isticmaalo in lagu qaado dad ama alaab isagoo maraayo laamiga.
","Most definitions of "" cars "" say that they run primarily on roads , seat one to eight people , have four tires , and mainly transport people rather than goods.
"
1177,"Kaarboon ( Ingiriis : Carbon ) waa curiye kimikeed oo astaankiisu yahay C tiro atameedkiisuna yahay 6.
","Carbon ( from "" coal "" ) is a chemical element with the symbol C and atomic number 6.
"
1178,"Waa Birma-ahe afar-kaaftoome ah - adeegsadana afar elektoroon si uu u sameeyo dabarwadaag kimikeed.
","It is nonmetallic and tetravalent - making four electrons available to form covalent chemical bonds.
"
1179,"Wuxuu ka mid yahay tusaha kalgalka ururkiisa 14-aad.
","It belongs to group 14 of the periodic table.
"
1180,"Afarta jiho waxay kala yhiin : Woqooyi , Koonfur , Bari iyo Galbeed.
","Points between the cardinal directions form the points of the compass.
"
1181,"Kaaribiyaan ( ingiriis : Caribbean , ama ; Isbaanish : Karibe ; Dhatj : Caraïben ama "" Caraïben "" ; af Hindi : कैरिबियन "" "" Kairibiyana "" "" ; ; Carabi : الكاريبي ) waa gobol ka kooban bada Kaaribiyaanka , gasiiradaha ku wareegsan ( oo qaarkood soo gaadhaan ilaa waqooyiga Badweynta Atlaantik ) , iyo xeebaha bilicsan ee ku caanka ah gobolkaasi.
","The Caribbean is a region of the Americas that consists of the Caribbean Sea , its islands ( some surrounded by the Caribbean Sea and some bordering both the Caribbean Sea and the North Atlantic Ocean ) and the surrounding coasts.
"
1182,"Mukulaal ama Bisad , waa xayawaan yar oo gurijoogto ah , taas oo cunta hilibka , caanaha iyo cuntoda kale ee dadku karsadaan.
","A cat can either be a house cat , a farm cat or a feral cat ; the latter ranges freely and avoids human contact.
"
1183,"Yuusuf Islaam ( carabi يوسف إسلام ) waxa uu dhashay ( 21 luulyo 1948 ) dhalashaddiisa waa British inta uusan islaamin waxaa la dhihi jiray ( Cat Stevens )
","Yusuf Islam ( born Steven Demetre Georgiou ; ) , commonly known by his stage name Cat Stevens , and later Yusuf , is a British singer-songwriter and multi-instrumentalist.
"
1184,"Indhafiiqidu waa qaliinka lagu sameeyo jirada gasho bikaacada isha ( Eye lens ) taasoo keento arag daciifid.
","Some infants are born with congenital cataracts , and certain environmental factors may also lead to cataract formation.
"
1185,"Kayene waa magaalo madaxda gobolka Faransiis Guyana ; waana magaalada ugu weyn gobolkaas waxa ay gaadhayaan dadka kunooli ilaa kun oo qof.
","Cayenne is the capital city of French Guiana , an overseas region and department of France located in South America.
"
1186,"Badhtanka Afrika waa deegaan xudun u ah badhtamaha qaarada Afrika , taasi oo ka kooban tiro wadano ah , sida : Burundi , Jamhuuriyadda Bartamaha Afrika , Jad , Jamhuuriyada Dimuqaraadiga Kongo , iyo Ruwanda.
","The African Development Bank defines Central Africa as Cameroon , the Central African Republic , Chad , the Democratic Republic of the Congo , the Republic of the Congo , Equatorial Guinea , and Gabon.
"
1187,"Waqtiga Afrika Waqtiga , ama CAT , waa aag waqti oo lagu isticmaalo bartamaha iyo koonfurta Afrika.
","Central Africa Time , or CAT , is a time zone used in central and southern Africa.
"
1188,"Bankiga Dhexe ee Soomaaliya waa bankiga dhexe ee dowlada wadanka Soomaaliya.
","The Central Bank of Somalia ( CBS ) is the monetary authority of Somalia.
"
1189,"Shaqooyinka bankiga waxaa ugu horeeysa maamulka iyo iskudheelitirka dhaqaallaha wadanka , xisaabinta miisaaniyada dowlada , ilaalinta qiimaha lacagta wadanka iyo nidaaminta koboca dhaqaalaha wadanka.
","Somalia has been cited as a real-world example of an anarchist stateless society and a country with no formal legal system.
"
1190,"Central Java ( Javanese : ꦗꦮꦠꦼꦔꦃ ; Indonesian : Jawa Tengah , oo loo soo gaabiyo Jateng ) waa gobolka Indonesia.
","Central Java is also a cultural concept that includes the Special Region and city of Yogyakarta.
"
1191,"Waa caasimaddiisa maamulka waa Semarang.
","Its administrative capital is Semarang.
"
1192,"Qarni waxaa lagu soo koobaa 100 sano.
","A century is a period of 100 years.
"
1193,"waa meesha xukunta inta badan maskaxda , waxeyna kaloo qeyb ka qaadataa Digniinta iyo Luqadaha , iyo wax ka mid ah dareenka cabsida iyo farxada.
","Although usually smaller than the cerebrum , in some animals such as the mormyrid fishes it may be as large as or even larger.
"
1194,"Luqadaha Tashaadiga waa luqadaha looga hadlo woqooyiga afrika.
","They are spoken in parts of the Sahel.
"
1195,"Kursi waa saabaan oo loo isticmaalo fadhisasho.
","Used in a number of rooms in homes ( e.g.
"
1196,"G 15aad < Guruubka 16aad > G 17aad
","This group is also known as the oxygen family.
"
1197,"Charles De Gaulle ( Lille 22 Nofeembar 1890 - Colombey-les-Deux-Églises 9 Nofeembar 1970 ) , madaxweyne Faransiiska ( 1958-1969 ).
","In 1958 , he came out of retirement as President of the Council of Ministers.
"
1198,"Waa shakhsi ama qofka xirfadiisu tahay inuu kaxeeyo ama wado baabuurta
","A woman employed to drive a passenger motor vehicle is a chauffeuse.
"
1199,"Haramcad sidoo kale loo yaqaano Harimacad ( laatiin "" Acinonyx jubatus "" carabi : فهد taliyaani : ghepardo ingiriis : cheetah ) waa xayawaan ku nool duurka , ama baadiyaha , waxeena ku kala noolyihiin qaaradaha Afrika iyo Aasiya.
","It is the fastest land animal , capable of running at , and as such has several adaptations for speed , including a light build , long thin legs and a long tail.
"
1200,"Waana xayawaanka aduunka ugu orodka badan.
","Adults typically weigh between.
"
1201,"Chelsea FC waa koox kubadda cagta ciyaarta oo ka dhisan magaalada London ee dalka Ingiriiska.
","Founded in 1905 , the club competes in the Premier League , the top division of English football.
"
1202,"Kooxda Chelsea waxaa la aas-aasay sannadku kolkuu ahaa 1905 10kii bishii maarso.
","Chelsea Football Club is an English professional football club based in Fulham , London.
"
1203,"Isna waxaa la furay ama la howl galiyay sannadkii 1877 28kii bishii apriil waana garoonka ugu taariikhda dheer horyaalka Ingiriiska.
","Chelsea is among England's most successful clubs , having won over thirty competitive honours , including six league titles and six European trophies.
"
